Title,Contents,Date
지그재그 안올리려고 했는데  난 말도 못걸고 장난도 못치냐.......,혹시 내 얼굴이  부담스럽게 생겼나고 계속 물어봤다 지가 먼저 인사해놓고  친해지고 싶어서 장난치는건데 난 오래다닌편 이지만 얼마안된 사람들은 고만고만 한사람들 끼리도 사내연애하고 수다떨고 그러던데 내가 왜 나이또래든 동성이든 이성이든 말을 안걸라고 하는줄 아냐 지그재그만 갔다오면 자존감이 평소 엄청 높은 나인데 자존감 자신감 바닥나게 만들더라  솔직히 난 평소 슬리퍼 크록스 신고 다니는데 신발은 일할때만 어쩔수 없이 신고 키높이 신더라도 깔창은 안깐다 나도 예전엔 높은거 신거나 깔창 끼고 다녔음 남자들은 거의 다 깔창 까는거 전국민이 아니까 모델 아닌이상 연예인들은 키 속이는데 나보다 작은사람들 비슷한사람들도  다 사내연애 하더라 ㅋㅋㅋㅋㅋ 매력 아니면 대화코드로 친해지고 자연스럽게 호감이 생겨서 그런거겠지 요새 헬스를 못해서 그런가 피부도 하얘서 피부관리 엄청 빡세게 하는데 롤모델은 딘딘은 딘딘이다 일하다보면 닮은사람도 있음  돈벌러가서 난 진짜 지금은  연애하고 싶은마음은 없었는데 다  하고 다니니까 일도 하고 연애도 하고 돈도 벌고 부러워서 그런건 아니고 길거리에서도 못할꺼 같은 사람들 다 하긴 하니까  난 밖에서 귀엽다고 좋아해주는 사람 많기는 한데 비율이 중요하지 지그재그만 가면 무슨 말을 못걸겠어 괜히 어색해질까봐 항상 뒷자리 자리 맡아주는 형아도 있음 인사하고 대화하고 다들 그런다 일하는 중간중간에도 대화하더라 큰소리로 수다 떠는 사람들도 있음 눈치라도 봐야하는거 아니여? 어떤사람은 돌아다니고 휴대폰 하고 전화까지 하더라 중요한 전화 아니면 안받아야지  열심히 하다가 잠깐 사탕 하나 먹는거야 뭐 그렇다 쳐 ㅋㅋ 식사제공 안하니까 배고픈건 이해해주겠지  오히려 일 잘하는 사람이나 할만큼 많이 한 사람한테는 대화하라고 하기도 하더라 요샌 예전만큼 물량이 없긴 하니까 최근에 좋아하게된 친형같은 형이 있어 나보다 얼마 안됬지만 정규대체 조장이 된 형 인데 난 그 형한테 서운하다고 느낀적 한번도 없었음 대화하고 궁금햇던거 물어보고 많은걸 얘기해줬다 몰랐던것도 많이 알게됨 부소장님이 하는척이 중요하다고 했었지 내가 그걸 잘하거든 할거없어도 가만히 있지는 않으니까 오히려 돌아다니고 뭐라도 할거없나 찾아서 하려고 하지 우리 형이나 난 시키지 않아도 알아서 하는편 뭐든 처음이 어렵지 하다보면 노하우가 생긴다  슬리퍼 신고 길 지나다녀도 나보다 작은 사람들이나 비슷한사람들 많더라 그말은 160이 안되는 사람들이 많다는거다 내가 165 조금 안되니까 140대 150대도 많긴 하지만  티비보면 방송인들도 160대 널렸지 결론은 사람마다 다르고 될놈은 된다는거다 요샌 작은 남자들이 조세호 박군 강재준 처럼 큰여자 만나는 시대 ㅋㅋㅋ 나이들어서 탈모만 안왔으면 좋겠음 일단 유전적으론 좋은듯 나도 부모님 도움 안받으려 하고 나이가 아직 어리지만 인생을 많이 산것도 아닌데 돈이 최고인거 같아 내가 마음이 여려서 사소한거에도 잘삐지는데 한창 즐기면서 긍정적으로 열심히 잘하고 있다가 멘탈 나가게 만들면 의욕이 사라지더라 스트레스도 너무 많이 받으면 우을증 생긴다더라 불면증도 올수있고 심해지면 흰머리 나고 여드름 난다고 해  케이제이 수원역 탑승하는 사람들 중 몇명이 문제인듯  사내연애 하게 되면서 업체변경 한건 거의 다 알텐테  난 남이 연애하든 말든 크게 관심은 없었는데 키 조금 크고 남자인 내가 봐도 잘생긴 남자는 나보다 얼마 안됬는데 일 조금 한다고 정규대체 됨 난 현재는 포기하고 거절햇음 어차피 다른공정 나보다 오래되신분 몇명도 아직 고정알바 인사람들 많으니까 휴게실에서 점심시간에 보려고 한건 아니였는데 나랑 체형 비슷한데 모자쓰고 안경쓴 남자 고정적으로 꾸준히 피킹 열심히 하는거 같은데 같이 일하는지 모르겠지만 귀엽게 생긴 어떤 여자 꼬시려고  가방에서 선물 꺼내서 주더라 아주 멋있어....리스펙한다 초창기때 키작은 어떤 여자랑 수다 떨고있더라 차별대우 하노 약간 사투리 쓰고 츤데레 같은 남자 인거 같은데  대화를 안해봐서 모르지 요샌 퐁당퐁당 나오더만 여자는 150대 쪼그만해 처음부터 나를 그냥 싫어하는거 같았음 그래서 지금 내가 싫어함  고생했다고 인사해주면 기본예의도 없이 쌩까버릴때 있었으니까 정들라고 햇엇는데 내가 먼저 정떨어짐 ㅋㅋ 난 이제 바로 손절한다 내가 신중하고 생각도 깊은데 나보다 얼마 안됬지만 조장된 형이 다 얘기해줬다  난 오래된 고정알바인데 서운했던건  지금은 이겨냈지  몸쓰는일 하는데 행사 끝나고 금요일에 무슨 회식이야 ㅋㅋㅋ 고생했으면 집가서 쉬는게 최고라고 생각함 엑셀 자격증 있어서 사무직도 한달정도 해봤음  주말이면 몰라도  그리고 무슨 톡방도 있다더만....고정알바 대부분 참석하고 톡방에 고정알바 몇명도 있다고 형이 얘기해줬음....일적인 얘기도 많이했음 옛날에 내가 1800건 이상 했을때 형이 나보고 미친짓 이라더라 그 다음날 생각해야지 하루만 하고 안나올거냐구 무리하면 안된다고........ 그동안 나 뭐한거냐.... 근데도 나 여태껏 정규대체 못됬음 나이가  어린거 인정 지그재그만 가면  감정기복이 심해지는거 인정 ㅋㅋㅋ 난 고민도 많이하고 입장 바꿔 생각하면서 살고있지만 현장에서 조용히 일만 하려고 한다 같이 일하는 분들이나 같은업체 통근 타시는 분들은 그간 정도 있으니까  같이 일하는 형들 누나들은 그래도 대화하려고 하지 아니 해야지...관리자들이나 CJ 분들 돌아다니면서 일하고 있는지 오늘 나왔는지 지켜보는건 다 아니까 눈치와 요령이 중요한데 페이스 조절도 중요한듯 난 업무시간에 생리현상 인데 급해도 참으려고 하는편어떤여자 한명 때문에 막판에 빡쳐가지고 그래도  형이랑 대화에 집중해야 되는데 아니 사람인데 난 말도 못거냐? 너 다른사람한테 말거는거 보이면 경찰에 고소한다 20대 초반에 경찰서에서 일한적있다 퇴근하고 얼마나 배고팟으면 뛰어가다가 오토바이랑 사고날뻔 오토버이가 운전을 똑바로 안한것도 있었지만.... 감정기복이 생기게 만들어서 그래.....캡모자 많이 쓰길래 나도 가끔 키 커보이려고 털모자 비니 라도 썼음 일할땐 후드모자 쓰지말라 햇는데도 몇명 보란듯이 쓰잖아 맨날 볼때마다 스마일 상태로 먼저 안녕하세요 하길래 ㅋㅋ 예전보다 나 붙임성 입담 좋아지긴 했는데 ㅠㅠ 지그재그 갔다오면 지존감 자신감은 낮아지고 열등감은 높아지고 ㅋㅋㅋ 의류만 하면 속도 빠른거 아니까 가만히 냅두면 주체할수 없을정도라 천천히 하래 ㅋㅋㅋ 이젠 쉬엄쉬엄 해도 기본은 하는듯 몸 한번 풀리면 끝장나지 요령이 생기니까 펀하더라  점심시간이 유일한 쉬는시간이라 혼자 쉬는 사람들 많음 지나가려고 하는데 길막 하는 사람도 있잖아 그래도 여긴 실수로 부딪히면 죄송하다고 하는 착한 사람들이 많더라 피킹하는 사람 오면 알아서 먼저 비켜주고 일찍가도 왜 항상 휴게실 자리가 없냐센터에서 진지한 얘기나 속마음을 털어놓을 사람은 아직 없음 6개월 전만 해도 하루만 하고 안나가려고 했었음 ㅋㅋ 지금도 아무생각 없이 다니고 있는거임 이게 맞는건지 잘하고 있는건지 모르겠다 친형이나 친누나가 없기도 한데 일만  잘하면 장땡이지  부모님은 몸쓰는일 하지말라고 하신다   이번 명절에는  어디 안가서 연휴 기니까 정주행도 하고 자아성찰이나 해야지 오히려 일하고 싶은데 오래 다녔던 곳들은 다 쉰다고 한다...범죄 저지른거 아닌이상 짤리면 딴데가면 그만 나야 잃을게 없으니까 참으면 화병 난다고 해서 할말은 하고 살아야 하는데 그래서 (경험담 후기) 란게 있다고 생각하고 왠만하면 난 안싸우려고 하니까 난 내가 26살 이지만 어리다고 생각은 안해 다른 사람들은 후기에 텃세 심하다 가지마라 욕 같은거 쓰더라 ㅋㅋ 텃세는 어딜가나 있다 심하냐 덜하냐 그 차이지 버텨서 자기걸로 만들줄도 알아야해 하지만 어떤데는 오래 다녓다고 자기자리 뺏길까봐 텃세 부리는 인간들도 있음 난 다른데서 잘한다고 계속 나오라고 바로 고정 됬었는데 내가 어떤곳들은 안나가서 티오 밀린적 많았지 ㅋㅋㅋㅋ,2025-01-24
여러분의 선택은?,식당 정직원 주5일 하루 10시간 쉬는시간 1시반 정각 12시출근 10시 퇴근 중식제공vs 식당 알바 주5일 하루 5~6시간 쉬는시간x 오후 6시 출근 12시퇴근 석식제공 여러분이라면 어떤 선택을 하실 것 같나요?,2025-01-24
보통 편의점 알바할 때 콘센트 써도 되나요?,핸드폰 충전하고 싶은데.. 보통은 금지하시겠죠ㅠㅠ,2025-01-24
27살에 전문대 나오고 처음 중소 취업 인생,답이 없다고 들을 정도겠죠..?만으로 3년제 나오고 알바만 또 하고..돈은 이제 천만원 모았고 겨우 전공쪽 취업이 생각보다 어렵고 우울합니다 아이큐도 77밖에 안돼요,2025-01-24
맨파워코리아 질문입니다,맨파워코리아 라는 아웃소싱회사요 아웃소싱회사에다 전화해서 물어보니 자기네는 정규직이라는데 잡코리아랑 알바몬에 똑같은 채용공고에 잡코리아에는 도급이라 되어있고 알바몬에는 정규직이라 되어있어요.. 뭐가 맞는걸지.. 아웃소싱 회사 소속 물류센터에서 근무하는거면 도급이 맞나여? 물류센터는 DHL물류센터라는곳이구요,2025-01-24
블루마케팅 솔루션 ngo,여기서 근무해보신 분,2025-01-24
점장 본사에 메일,점장 때문에 너무 스트레스 받는데 관두면서 본사에 메일 보내도 괜찮을까요?신입으로 들어갔는데 교육도 제대로 해준적 없으면서 모르면 뭐라하고 바빠 뒤지겠어도 사무실에 쳐박혀서 나오지도 않아서 걍 없는 인력이나 마찬가지예요사무실에서 컴퓨터 두들기고 있긴 한데 맨날 그럴 정도면 일을 얼마나 느리게 하는건지 그럴거면 점장을 할 자격이 안되는거 아닌가요? 다른 직원들도 다 이 점장 때문에 관두고 있어요 ㅋ메일 보내도 뭐 달라지는건 없겠죠?,2025-01-24
카페 경력자,진짜 카페는 무슨 경력자만 뽑는데 그럴만한 이유가 있는건가요? 예를 들어 음료나 샷 내리는게 어렵다는지 …,2025-01-24
고민입니다,맨파워코리아 아웃소싱회사 소속 물류센터에서 근무하고 주5일 월-금 주말공휴일 쉬고 세전270 식사미제공 할지 (서울에서 셔틀타고 경기도 이천시에 있는 물류센터로 이동) 이거할지 아니면 주6일 월-토 세전 280 정규직 대중교통으로 오고갈수 있는곳 할지 고민됩니다 … 어디가 나을까요 후자는 해본일,2025-01-24
계산좀 ..,제가 330월급에 10~10시 야간을 광고보고 면접 본 당일 오늘부터 한번해보시라 해서 그날은 일찍 시작하게되어8~8시까지 해본다고하고 보겠다 했습니다근데 일을해보고 집에오는길에 전 못하겠다고 문자를 드리고하루일한걸 말씀드렸는데 오후에 입금을 해주셨네요106.451 이렇게 계산해서 주심.이게 맞는걸까요?330월급에서 달일수를 맞춰서 계산? 하는게 맞나요?1월 31 2월28 3월 314월 30  달마나 일수가 다른데..알바가 아니라서 라는데..직원이고 쉬는날도 포함이라나? 주6일 일하고 최저시급도 안되는 금액 하루 12시간 106.451 원 이 말이되나싶어서요.. 어찌계산을 하는게 맞는거에요?제가잘몰라서 그러는데 아시는분 좀 알려주세요,2025-01-24
나이먹으면,나이먹으면  일구하기힘든데40부터는 늙은이취급 받을것같고거르는곳도 많을것같은데..근데 인생은 100세시대인데언제돈 모으고 노후대책 준비하죠결혼도해야되는데 .  애도 낳고싶고 35살부터는 노산이라하는데 노산무시하고 좀 늦게낳고싶어요돈좀더모으고 30후반쯤 애낳으면 돈도못벌것같고 돈도 많이 들것같은데.남편이 벌어도 그거로 부족할거같고..이래서 젊었을때 한군대들어가서 안나오고돈을 악착같이 벌어야하는건가..ㅠㅠ아직30대긴한데 40살도 금방 올것같아서 나이 너무 빨리먹는것같아서 불안하네요.누구한테는 제가 아직 젊은나이로 보일수있지만저도 7년남아서 슬슬 불안하네요26.27살에는 40살이란 숫자가 먼길같았는데32살부터는 느낌이 좀 들었는데지금33살되니까 느낌이 팍다르군요.. 7년이란 시간도 후딱 지나가니까27살때 33살도 너무빨리 지나가서...현재 30대후반분이나 40대분들은돈많이모으셧나요  머먹고 살고계시나요..,2025-01-24
닭발집 vs 레스토랑,1. 주6일 12시간(11:00-23:00)월급 세전370만원 닭발집  : 4-50분 거리에 있고 홀&주방 왔다갔다 함. 포장 배달 주문 많다고 알고있음. 휴게시간은 따로없음. 5인미만 사업장2. 월 6회휴무라 격주로 2일 휴무 12시간 근무(10:00-22:00) 월급 세전 360만원 와인함께파는 양식집 : 1시간정도 거리에 있고 홀업무 위주. 포장배달 있으며 휴게시간 1시간 반. 5인이상 사업장어디가 나을지 너무 고민되어서 올려봅니다ㅜㅜ,2025-01-24
설 단기 알바,구했다...이걸로 조금 위안삼아야지,2025-01-24
아웃소싱으로 1년 넘게 한적 있나요 ?,아웃소싱으로 1년 넘게 한적 있나요 ?,2025-01-24
부천 화장품 ㅎㅇㅂㅍㅌㄹ,이곳 알바 가기 전 조심하세요. 반장인지 뭔지하는 아줌마 텃세 미쳐버립니다. 조금만 자기 마음에 안 들면 소리지르고 욕하고 눈 흘기고... 물어보면 물어본다고 소리지르고 안 물어보면 왜 안 물어보냐고 욕하고.. 다른사람한테 질문하면 왜 자기한테 안 물어보냐고 화내고.. 어느 장단에 맞추길 바라는 건지... 정말 손이 덜덜 떨려서 일을 못할 정도에요.; 저만 그런가 했는데 다른 알바분들도 깜짝 놀랐다고 하네요. 노동청에 신고해야 하나 진지하게 고민될 정도입니다. 진짜 정신적으로 핍폐해지는데 신고할 확실한 명분이 없어서 더 미쳐요. 진짜 명심 또 명심하고 가세요......,2025-01-24
흑흑 속상타..,오늘 면접봤는데 일요일까지 연락주시겠다했는데 공고봤는데 모집마감이 뜬건 까인거맞지..? 흑흑 ㅜ 예상은했지만 슬프다.. 뽑힐 확률이 줄어드니까 ㅜㅜ 이제 면접 가는거부터 지쳐…,2025-01-24
23살 여자인데 14살때부터 알바 해왔음 어떰,14살 전단지 15~17살 롯데리아17~18살 베라 20살부터 지금까지 학기 중 카페일하고 방학때는 공장도 다니고 사무직도 해봄 중딩때부터 주말에도 알바 중취준은 올해 중에 고민이고 직장 다니면서도 주말 알바 봐서 병행할듯 모아둔 돈 3천 이제 모음 자취 중,2025-01-24
아웃소싱 이직확인서,아웃소싱 통해 일 해보신 분 계신가요ㅠㅠ?아웃소싱(ㅂㅂㅅㄹㅋ) 월별로 계약하는데 계약만료로 나가게 된다면 이직확인서 해주시는지 궁금합니다ㅠㅠ하청으로 근무하는 것 같고 본사 담당자님은 친절하셨는데 또 퇴사하고 나면 어떻게 될지 감도 안잡혀서요.,2025-01-24
시부렁 상인회 (온누리),개같은것들이 수산 하는거 부러워서 농축산 신청해놓고상인회장수ㅔ끼는 코빼기도 안비추고 있다가 오늘 어디서 기어나와가지고 줄 서있는 구매자들이랑 잡담이나 쳐 하고 자빠짐. 빨리해달라고 난리부르스 하더니 도와주지는 못할망정 입이나 털고 확 뒷통수를 갈겨버리고 싶었음.,2025-01-24
카페는 원래 채용횟수가 많나요?,직영점이던데 가맹점이랑 다른 게 있나요? 편의점은 직영이 훨씬 힘든 걸로 아는데 카페도 그럴까요? 최저긴 하던데,2025-01-24
사장님한테 폭언들은거 보상받는방법 있어?,"예를들어 내가 쓰레기통을 앞뒤로 잘못 넣었는데 사장님이 너 비정상이다,인지능력에 문제있다 이런 말씀을 하신다거나 그밖에도 너 전에 알바도 잘린거아니냐,고등학교 이정도면 퇴학당한거 아니냐 조사하면 다 나온다,그리고 내 사소한 습관 행동 하나하나 다 태클을걸어 힘들어내 제스처라던가 눈을 안마주칠때 눈을 반만뜨거나 사장님 키가 나보다 크셔서 내가 사장님을 올려다봐야할때도 그런걸로도 태클걸어서 너무 힘들었어그리고 오늘도 근로계약서 쓰다 면접이랑 말이 달라서 여쭤봤다가 **씨는 눈도안좋고~귀도 안좋은가봐 이러면서 막 비꼬시고 임금같은 문제로 내가 이것저것 따지니까 내가 너무 답답하고 법을 잘 모른대.....알바가기 전마다 무서워서 잠도 잘 못잤는데 보상받을 수 있는 방법 있을까?",2025-01-24
영어도서관 선생 알바 시작함,내 인생에 영어는 다시 안 할 줄 알았는데...집에서 가깝고 돈도 좀 주고 어린 영유아들 상대라 사춘기 학생들 대하는 것보다는 더 편할 것 같아서..후... 인생,2025-01-24
온누리 수산이 개꿀이네,걍 개꿀임,2025-01-24
알바 진짜,구하기 너무 힘드네요지원한곳은 여기랑 ㅇㅂㅊㄱ 둘이 합해서 40개는 넘는데 그 중에 연락 오는곳도 별로 없고 면접 보러가면 맨날 나중에 연락 준다고하고.. 저같은 알바 경력 별로 없는사람들은 뭘 하든 거절당하고 연락 기다린다고 마음만 초조하고ㅠ 힘드네여,2025-01-24
한우 프라자는 진짜,할 게 못 된다어디 지점인진 말 안 하는데텃세도 심하고 본인들은 솔직 + 장난이겠지만계속 듣는 나로서는 언어 폭력밖에 더 안 돼일이 힘들어도 다 같이 으쌰 으쌰 하는 분위기면 ㄱㅊ근데 여긴 일이 힘들어서 서로 떠넘기는 분위기라사기도 떨어지고 일하기도 싫어짐그러니까 정직원 하겠단 사람은 없고 알바만 구하지본인들부터 좀 반성했으면~~...,2025-01-24
40살넘으면 일구하기힘든가요?,40살넘으면 공장도 잘안받아주나요? 나이많아서 ?여자입니다   아직 40은아닌데  나이먹으면 공장이라도 들어가서 일할까하는데40넘으면 공장도 들어가기 힘드나요?,2025-01-24
설연휴 전 후 쿠팡 물량 많을까요?,캠프인데 사람 많이 구하더라구요 많이 구하는데는 이유가 있지 않을까 싶어서요 설연휴 내내 물량이 많나요 아니면 전 후가 많나요?,2025-01-24
퇴직금 주는데가,쿠○이랑 컬○밖에 없나요?,2025-01-24
다들 알바 어떻게 구하세요?,"카페 , 청소 , 물류, 상 하차 ,식당, 각 종 ,공장 ,콜센터 하루 알바 기타 등등 온라인지원, 발품팔기 할 수 있는 거 다 지원해도 TO가 마감되었다 , 연락도 안 오고 하늘의 별따기네요저 여잔데 노가다도 경험은없지만 시키면 할 수 있거든요?? 기회가 없어요 ㅋㅋㅋㅋㅋㅋ진짜 굶어죽는건가 싶네요 하..",2025-01-24
아직도 학업이랑 알바랑 병행할까 말까 고민이에요,"학기 시작하면 전공 공부도 해야하고 자격증도 따야하고 그런데 지금 알바가 좀 시간을 많이 차지해서요.. 주 3일 돈은 많이줘요. 근데 제가 따로 쓰고싶은 곳이 많아요 쌍수 피부과 교정 라식 등등등 이런건 부모님께서 지원안해주시고 등록금, 용돈, 월세는 내주세요. 주 3일 버리면서 돈 챙기는게 맞는걸까요 아니면 일하는 3일동안에도 공부하고 하면서 계속할지. 정말 고민입니다.그리고 위에 것들 말고도 개인적으로도 돈 욕심도 있고 돈을 쓰고 남은것들을 투자하고 싶은 마음도 있고 그래서 돈은 많이벌고싶어요",2025-01-24
원래 이렇게 이력서 열람을 잘 안 하나요?,이력서 열람 안 하는건 지원자가 너무 많아서 그런걸까요? 그럼 모집 마감을 하셔야 하는게 아닌가,2025-01-24
퇴사하고 급전필요해서ㅇㅇ,3군데 합격했는데2군데는 물류임..Gs편의점 물류하고  쿠팡 인천 계약직.근데 난 백화점 검수업무밖에 안해봤단 말이지.다른 한군데는 필름 외관검사직이고 주간고정이야.이번에 사무직 7개월남짓 다녔는데작은곳에서 트러블 오지게 나서 퇴사하고설전까지 여러군데 넣었거든.근데 물류는 확실히 면접 보는데 진짜 그 느낌허브느낌 그대로더라. 방송에서 본..백화점 짬밥가지고도 힘드실텐데 그래도 이쪽경력되시네요 설지나고 오시죠. 이러더라고.8분거리라 괜찮을거 같긴 한데.어디 가는게 나을까.Gs는 8분컷이고 물류긴 한데 9시반부터 시작임.쿠팡 인천은 계약직 걍 오라고 확정이고.필름회사도 확정임.님들같음 어디감? 필름회사가 낫지? 물류보다.겨울 힘들거 같아서 20군데 면접 이력서 넣었는데확실히 헬이긴 하다 어디 가냐.물류냐 공장이냐.추천좀.,2025-01-24
오산역 씨엔에스엘,지원했는데 아침 5시에서 6시사이에참석합니다 문자보내라는데가능성있나요?,2025-01-24
지그재그 상지 업체,가지마세요 3일째 돈 못받고있습니다,2025-01-24
"다이소 수원역, 수원 스타필드 스포츠몬스터 매표",둘다 합격했는데 뭐가 더 괜찮을까 ..,2025-01-24
쿠팡캠프 소분,쿠팡캠프 소분 힘든가요?신탄진cj에서 분류랑 하차는 했는데 그거보단 괜찮나요?,2025-01-24
상대원 OOOO  명절선물포장알바 비추,상대원 단기 명절선물포장 가지말아라 일하다가 아파서 조퇴해도 주휴수당 안준다 그리고 아줌마들 시다안해주면은 욕먹고 아줌마들중에 여자남자 갈라치기 많이하는 아줌마잇다.그냥 아줌마들은 놀러온거고 남자들은 개고생한다 시급도 쌔냐 그정도가 아니라서 쓰는거야 4글자 회사야 명절에 가지말아라 개고생한다 OOOO 아줌마들시다짓 15일정도해야된다 심지어 여자들도 할수잇는 일인데 여자는 힘이없다고 징징 해줘합니다. 절대 비추비추 헬을 맛보고싶음 요번추석에 가보세요 ㅋㅋㅋㅋ사장이 아줌마들 비위맞추느라 바뻐서 남자들은 무리해서 아프든말든 신경도 안쓰고 아파서 천천히 하면은 모라고함 조심,2025-01-24
설연휴때...,연휴때 알바는아무리찾아도 없고...참...그래서 하는말인데 아무 신병교육대 가서 이참에 머리도짧은데 거기껴서 하루만 밥먹고 나와도될까요??,2025-01-24
지금 설연휴 바로 직전이라 공고들이 별로 없는건가요ㅠ,지금 설연휴 바로 직전이라 공고들이 별로 없는건가요ㅠ알바말고 직원이요ㅠㅠ,2025-01-24
